Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
devide,divide,whole society to become better but because they focus on different group of people they ***mask*** to various kinds of clubs these clubs will recruit new members at the bigining of,D IH V AY D,"['divide', 'defied', 'divvied', 'devoid', 'devise', 'denied', 'device', 'devise', 'divine', 'decide']","['device', 'davide', 'devise', 'divide', 'deride', 'decide', 'devine']","['device', 'decide', 'davide', 'denied', 'devise', 'defied', 'divine', 'devoid', 'divvied', 'deride', 'divide', 'devine']","['divide', 'decide', 'defied', 'divvied', 'denied', 'devise', 'devoid', 'device', 'divine']","['divide', 'decide', 'devise', 'device', 'deride', 'davide', 'devine']","['divide', 'decide', 'defied', 'divvied', 'denied', 'devise', 'devoid', 'device', 'deride', 'davide', 'devine', 'divine']"
primiary,primary,students to join in and many of the clubs are focus on sevices including remote ***mask*** school sevices fisher villages sevices and of couse communities services all of them are part,P R IH M IY EH R IY,['primary'],['primary'],['primary'],['primary'],['primary'],['primary']
rigion,region,bath to the old who lives alone or offering free tutor for children in remote ***mask*** how could one said that there are no young people willing to spend time participating,R IH JH AH N,"['region', 'risen', 'ridden', 'riven', 'pigeon', 'ribbon', 'written', 'ridges', 'rigid', 'legion']",['region'],"['region', 'rigid', 'ribbon', 'written', 'ridges', 'riven', 'ridden', 'legion', 'pigeon', 'risen']","['region', 'riven', 'ridges', 'written', 'pigeon', 'risen', 'rigid', 'ridden', 'legion', 'ribbon']",['region'],"['region', 'riven', 'ridges', 'written', 'pigeon', 'risen', 'rigid', 'ridden', 'legion', 'ribbon']"
bigining,beginning,they devide to various kinds of clubs these clubs will recruit new members at the ***mask*** of the semester and then arrange all the members into different group to design helping,B IH G AH N IH NG,"['beginning', 'beckoning', 'becoming', 'burdening', 'burgeoning', 'sickening', 'thickening', 'bemoaning', 'beguiling', 'begetting']","['divining', 'binning', 'signing', 'beginning']","['burgeoning', 'beckoning', 'begetting', 'divining', 'burdening', 'binning', 'beginning', 'beguiling', 'becoming', 'bemoaning', 'signing', 'thickening', 'sickening']","['beginning', 'thickening', 'bemoaning', 'beckoning', 'burgeoning', 'becoming', 'sickening', 'burdening', 'begetting', 'beguiling']","['beginning', 'signing', 'binning', 'divining']","['beginning', 'signing', 'thickening', 'bemoaning', 'beckoning', 'burgeoning', 'becoming', 'sickening', 'burdening', 'binning', 'begetting', 'beguiling', 'divining']"
miricles,miracles,universities and carries out together duing summer or winter vacation these students really do some ***mask*** to the communities even the society by donating their ideas and efforts to go on,M IH R IH K AH L Z,"['miracles', 'trickles', 'physicals', 'miracle', 'minerals', 'lyrical', 'chemicals', 'radicals', 'mythical', 'wrinkles']",['miracles'],"['miracle', 'radicals', 'minerals', 'chemicals', 'miracles', 'trickles', 'mythical', 'wrinkles', 'lyrical', 'physicals']","['miracles', 'miracle', 'trickles', 'chemicals', 'physicals', 'radicals', 'mythical', 'minerals', 'wrinkles', 'lyrical']",['miracles'],"['miracles', 'miracle', 'trickles', 'chemicals', 'physicals', 'radicals', 'mythical', 'minerals', 'wrinkles', 'lyrical']"
extracurriculer,extracurricular,as far as i know in my university there are hundreds of clubs that provide ***mask*** activities for students to join in and many of the clubs are focus on sevices,EH K S T R AH K ER IH K Y UW L ER,['extracurricular'],['extracurricular'],['extracurricular'],['extracurricular'],['extracurricular'],['extracurricular']
sevices,services,extracurriculer activities for students to join in and many of the clubs are focus on ***mask*** including remote primiary school sevices fisher villages sevices and of couse communities services all of,S EH V IH S IH Z,"['services', 'savages', 'senses', 'sexes', 'servicing', 'menaces', 'sixes', 'stresses', 'synapses', 'auspices']","['devices', 'services']","['stresses', 'senses', 'sexes', 'savages', 'auspices', 'services', 'servicing', 'devices', 'menaces', 'synapses', 'sixes']","['services', 'sixes', 'servicing', 'auspices', 'senses', 'stresses', 'savages', 'menaces', 'sexes', 'synapses']","['services', 'devices']","['services', 'sixes', 'servicing', 'auspices', 'devices', 'senses', 'stresses', 'savages', 'menaces', 'sexes', 'synapses']"
idase,idea,could use in the work and real life for example if a student thinks understand ***mask*** and concepst is more important than to learn facts he will easly ingore the significant,AY D EY Z,"['ids', 'riders', 'iras', 'ideas', 'eddies', 'adas', 'iras', 'days', 'daze', 'dais']","['dbase', 'ase', 'diane', 'base', 'image', 'irate', 'chase', 'dawe', 'lease', 'ida', 'ids', 'dese', 'dave', 'idbs', 'tease', 'iias', 'iras', 'idea', 'danse', 'case', 'date', 'kinase', 'ise', 'cidade', 'dace', 'isas', 'blase', 'iasc', 'inane', 'adage', 'daze', 'ide', 'ilse', 'coase', 'xbase', 'iasi', 'dade', 'haase', 'dgse', 'dasa', 'idaho', 'vase', 'dame', 'dass', 'dias', 'ias', 'dnase', 'pease', 'edale', 'ides', 'lipase', 'idle', 'oxidase', 'ifas', 'dae', 'das', 'boase', 'dose', 'cease', 'ease', 'dare', 'erase', 'phase', 'dane', 'adas', 'icas', 'rnase', 'dash', 'irae', 'ideas', 'dale', 'midas']","['diane', 'eddies', 'dese', 'idbs', 'iias', 'idea', 'date', 'case', 'cidade', 'isas', 'inane', 'iasc', 'daze', 'dais', 'xbase', 'iasi', 'dade', 'dgse', 'dame', 'dass', 'oxidase', 'dae', 'cease', 'dare', 'erase', 'phase', 'adas', 'icas', 'dbase', 'ase', 'irate', 'image', 'chase', 'base', 'dawe', 'ids', 'lease', 'ida', 'dave', 'tease', 'iras', 'danse', 'days', 'riders', 'kinase', 'ise', 'dace', 'blase', 'adage', 'ide', 'ilse', 'coase', 'haase', 'idaho', 'dasa', 'vase', 'dias', 'ias', 'dnase', 'pease', 'edale', 'ides', 'lipase', 'idle', 'ifas', 'das', 'boase', 'dose', 'ease', 'dane', 'rnase', 'dash', 'irae', 'ideas', 'dale', 'midas']","['ids', 'ideas', 'adas', 'dais', 'daze', 'eddies', 'riders', 'days', 'iras']","['ifas', 'ase', 'ise', 'edale', 'ease', 'dgse', 'ids', 'idbs', 'ide', 'ides', 'case', 'midas', 'base', 'iias', 'idea', 'xbase', 'image', 'phase', 'date', 'ilse', 'diane', 'blase', 'dese', 'icas', 'idle', 'dave', 'dash', 'ideas', 'tease', 'lipase', 'dasa', 'dass', 'das', 'adage', 'adas', 'ida', 'dose', 'iasc', 'iasi', 'ias', 'dame', 'chase', 'boase', 'isas', 'dare', 'pease', 'dane', 'dnase', 'danse', 'dias', 'daze', 'oxidase', 'coase', 'rnase', 'erase', 'dawe', 'dace', 'dae', 'dale', 'cease', 'idaho', 'dbase', 'vase', 'irate', 'irae', 'iras', 'dade', 'haase', 'lease', 'inane', 'kinase', 'cidade']","['ifas', 'ase', 'ise', 'edale', 'ease', 'dgse', 'ids', 'idbs', 'ide', 'ides', 'case', 'midas', 'base', 'iias', 'idea', 'xbase', 'image', 'phase', 'date', 'ilse', 'diane', 'blase', 'dese', 'icas', 'idle', 'dave', 'dash', 'ideas', 'tease', 'lipase', 'dasa', 'dass', 'das', 'adage', 'adas', 'ida', 'dose', 'iasc', 'iasi', 'ias', 'dais', 'dame', 'chase', 'boase', 'isas', 'dare', 'pease', 'dane', 'dnase', 'danse', 'dias', 'daze', 'oxidase', 'coase', 'rnase', 'erase', 'dawe', 'dace', 'dae', 'eddies', 'dale', 'cease', 'idaho', 'riders', 'dbase', 'days', 'vase', 'irate', 'irae', 'iras', 'dade', 'haase', 'lease', 'inane', 'kinase', 'cidade']"
unsuccess,unsuccessful,facts the facts are some events somethings happened in the past or some example of ***mask*** these is very important if the sutents do learn some experiences from the facts they,AH N S AH K S EH S,['success'],['success'],['success'],['success'],['success'],['success']
konledge,knowledge,to gain konwledge but what will we do use the konwledge we should use the ***mask*** to become out sklls and abilitise which could use in the work and real life,K AA N L EH JH,"['contests', 'college', 'conley', 'conrail', 'carnage', 'conjures', 'conjured', 'consul', 'console', 'consol']","['knowledge', 'colledge']","['conjured', 'conrail', 'console', 'college', 'colledge', 'knowledge', 'conley', 'contests', 'consol', 'consul', 'conjures', 'carnage']","['college', 'conjured', 'conrail', 'conley', 'consol', 'conjures', 'console', 'contests', 'carnage', 'consul']","['knowledge', 'colledge']","['knowledge', 'college', 'conjured', 'conrail', 'conley', 'consol', 'conjures', 'console', 'contests', 'colledge', 'carnage', 'consul']"
leare,learn,consist of words and fomulars they are verg boring for students while when the student ***mask*** the ideas and concepts the teacher tell them some facts about the concepts the student,L IH R,"['lear', 'lair', 'lehr', 'lille', 'lyre', 'rear', 'lar', 'lore', 'lure', 'lour']","['legare', 'weare', 'leave', 'leake', 'leary', 'lear', 'learie', 'lease', 'deare', 'feare', 'learn']","['lour', 'lure', 'leave', 'leake', 'lease', 'deare', 'lair', 'feare', 'lille', 'learn', 'legare', 'weare', 'lore', 'lyre', 'leary', 'lar', 'lear', 'learie', 'lehr', 'rear']","['lehr', 'rear', 'lyre', 'lar', 'lure', 'lille', 'lore', 'lair', 'lour', 'lear']","['learn', 'leave', 'weare', 'feare', 'deare', 'leake', 'leary', 'legare', 'lease', 'lear', 'learie']","['learn', 'leave', 'weare', 'feare', 'deare', 'lehr', 'rear', 'lyre', 'lar', 'leake', 'leary', 'lure', 'lille', 'lore', 'legare', 'lair', 'lease', 'lour', 'lear', 'learie']"
abilitise,abilities,we do use the konwledge we should use the konledge to become out sklls and ***mask*** which could use in the work and real life for example if a student thinks,AE B AH L AH T AY Z,[],['abilities'],['abilities'],[],['abilities'],['abilities']
ingore,ignore,thinks understand idase and concepst is more important than to learn facts he will easly ***mask*** the significant of the facts and then do like to learn them after the student,IH NG G AO R IY,"['angora', 'angry', 'angrier', 'glory', 'igor', 'ingram', 'ingrid', 'gory', 'gorey']",['ignore'],"['angrier', 'ignore', 'angry', 'angora', 'ingram', 'glory', 'igor', 'gory', 'ingrid', 'gorey']","['gory', 'glory', 'angry', 'igor', 'angrier', 'angora', 'ingram', 'ingrid', 'gorey']",['ignore'],"['ignore', 'gory', 'glory', 'angry', 'igor', 'angrier', 'angora', 'ingram', 'ingrid', 'gorey']"
fomulars,formulas,as we all konw most of the ideas and concepts are consist of words and ***mask*** they are verg boring for students while when the student leare the ideas and concepts,F AA M Y AH L ER Z,[],"['foulard', 'formulas', 'formulary', 'populars']","['foulard', 'formulas', 'formulary', 'populars']",[],"['formulas', 'formulary', 'populars', 'foulard']","['formulas', 'formulary', 'populars', 'foulard']"
konwledge,knowledge,6 to 12 years in different school to study the main purpose is to gain ***mask*** while some students think to understand ideas and concepts is more important than to learn,K AA N W L EH JH,[],['knowledge'],['knowledge'],[],['knowledge'],['knowledge']
easly,easy,student thinks understand idase and concepst is more important than to learn facts he will ***mask*** ingore the significant of the facts and then do like to learn them after the,IY Z L IY,"['eagerly', 'ably', 'easy', 'easily', 'beasley', 'measly', 'oslo', 'idly', 'earthly', 'ugly']","['measly', 'early', 'easby', 'easy', 'easily']","['measly', 'ugly', 'eagerly', 'beasley', 'idly', 'early', 'oslo', 'earthly', 'easby', 'easy', 'ably', 'easily']","['measly', 'eagerly', 'easily', 'easy', 'ably', 'idly', 'beasley', 'ugly', 'oslo', 'earthly']","['measly', 'easily', 'easy', 'early', 'easby']","['measly', 'eagerly', 'easily', 'easy', 'early', 'ably', 'idly', 'beasley', 'easby', 'ugly', 'oslo', 'earthly']"
verg,very,konw most of the ideas and concepts are consist of words and fomulars they are ***mask*** boring for students while when the student leare the ideas and concepts the teacher tell,V ER G,"['berg', 'burg', 'vague', 'vogue', 'verb', 'verve', 'verge', 'vert', 'verne', 'vern']","['erg', 'verge', 'ver', 'verb', 'vero', 'vers', 'very', 'vern', 'berg', 'vera', 'vert', 'ferg', 'vere', 'veg']","['erg', 'verge', 'vogue', 'vague', 'ver', 'vero', 'vers', 'berg', 'very', 'ferg', 'burg', 'vere', 'verne', 'verb', 'vern', 'vera', 'vert', 'verve', 'veg']","['verne', 'vern', 'vert', 'vague', 'verb', 'burg', 'verge', 'berg', 'vogue', 'verve']","['very', 'ver', 'vero', 'vers', 'vern', 'vert', 'vere', 'veg', 'erg', 'vera', 'ferg', 'verb', 'verge', 'berg']","['very', 'ver', 'vero', 'vere', 'vern', 'vers', 'verne', 'vert', 'veg', 'erg', 'vague', 'vera', 'ferg', 'verb', 'burg', 'verge', 'berg', 'vogue', 'verve']"
concepst,concept,in the work and real life for example if a student thinks understand idase and ***mask*** is more important than to learn facts he will easly ingore the significant of the,K AA N S EH P S T,"['concept', 'concepts', 'context', 'concepts', 'contest']","['concepts', 'concept']","['context', 'contest', 'concepts', 'concept']","['context', 'concept', 'concepts', 'contest']","['concept', 'concepts']","['context', 'concept', 'concepts', 'contest']"
experisence,experience,for the student to learn the last but not the least students can learn some ***mask*** and lestens from the facts the facts are some events somethings happened in the past,EH K S P EH R AH Z AH N S,[],['experience'],['experience'],[],['experience'],['experience']
lestens,listens,student to learn the last but not the least students can learn some experisence and ***mask*** from the facts the facts are some events somethings happened in the past or some,L EH S AH N Z,"['lessons', 'lessens', 'listens', 'lessened', 'loosens', 'lemons', 'caissons', 'leavens', 'listeners', 'license', 'licence']","['lessens', 'listens']","['lessens', 'lessened', 'loosens', 'licence', 'listens', 'lessons', 'license', 'caissons', 'leavens', 'lemons', 'listeners']","['lessons', 'leavens', 'license', 'listens', 'loosens', 'lemons', 'lessens', 'lessened', 'licence', 'listeners', 'caissons']","['listens', 'lessens']","['lessons', 'leavens', 'license', 'listens', 'loosens', 'lemons', 'lessens', 'lessened', 'licence', 'listeners', 'caissons']"
