Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
pysically,physically,young person can also be ***mask*** psychologically impaired in the same,P IH Z IH K L IY,"['physically', 'physically', 'prickly', 'pitifully', 'cynically', 'lyrically', 'typically', 'politically', 'whimsically', 'physical']",['physically'],"['typically', 'physically', 'cynically', 'lyrically', 'physical', 'politically', 'whimsically', 'prickly', 'pitifully']","['physically', 'typically', 'politically', 'physical', 'pitifully', 'whimsically', 'lyrically', 'cynically', 'prickly']",['physically'],"['physically', 'typically', 'politically', 'physical', 'pitifully', 'whimsically', 'lyrically', 'cynically', 'prickly']"
economiesly,economic,properties or is the most ***mask*** and not which one looks,IY K AA N AH M IY Z L IY,['economies'],['economies'],['economies'],['economies'],['economies'],['economies']
criterias,criteria,you understand to link certain ***mask*** that represent needs of customers,K R AY T IH R IY AH Z,"['criterion', 'criteria']","['criterial', 'criteria']","['criterial', 'criterion', 'criteria']","['criteria', 'criterion']","['criterial', 'criteria']","['criterial', 'criteria', 'criterion']"
dewalt,dealt,product is requested for instance ***mask*** offers a low quality product,D UW AH L T,"['duals', 'duels', 'dual', 'duel', 'dealt', 'darrell', 'daryl', 'darryl', 'darrel', 'duet']",['dealt'],"['duals', 'dual', 'darrel', 'duet', 'duel', 'duels', 'darrell', 'daryl', 'darryl', 'dealt']","['darryl', 'dealt', 'darrel', 'duet', 'duals', 'dual', 'duel', 'duels', 'darrell', 'daryl']",['dealt'],"['darryl', 'dealt', 'darrel', 'duet', 'duals', 'dual', 'duel', 'duels', 'darrell', 'daryl']"
unnececary,unnecessary,learing simple facts is totally ***mask*** no its more a kind,AH N N N EH S AH K EH R IY,['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary']
factlearning,fact learning,important the statement that simple ***mask*** will nececary lead to failtue,F AE K T L ER N IH NG,['factoring'],['factlearning'],"['factoring', 'factlearning']",['factoring'],['factlearning'],"['factlearning', 'factoring']"
archieve,achieve,it is most important to ***mask*** a lot of vocabulary just,AA R CH IY V,"['achieve', 'archery', 'archie', 'archers', 'arches', 'arches', 'archive', 'arching', 'armies', 'arlene', 'arleen']","['archive', 'achieve']","['archery', 'arching', 'armies', 'archers', 'archive', 'arleen', 'arches', 'achieve', 'arlene', 'archie']","['achieve', 'archive', 'arleen', 'arlene', 'archie', 'archers', 'archery', 'arches', 'arching', 'armies']","['achieve', 'archive']","['achieve', 'archive', 'arleen', 'arlene', 'archie', 'archers', 'archery', 'arches', 'arching', 'armies']"
learing,learning,does not mean that just ***mask*** simple facts is totally unnececary,L IH R IH NG,"['rearing', 'luring', 'nearing', 'shearing', 'tearing', 'veering', 'searing', 'living', 'licking', 'fearing']","['hearing', 'leading', 'searing', 'leaning', 'leasing', 'learning', 'wearing', 'leering', 'dearing', 'rearing', 'leaking', 'clearing', 'leaving', 'nearing', 'bearing', 'leafing', 'leaping', 'tearing', 'fearing', 'gearing']","['clearing', 'leaving', 'veering', 'hearing', 'nearing', 'living', 'leading', 'searing', 'leaning', 'bearing', 'leafing', 'leaping', 'tearing', 'leasing', 'learning', 'wearing', 'luring', 'fearing', 'leering', 'gearing', 'dearing', 'rearing', 'shearing', 'licking', 'leaking']","['living', 'fearing', 'searing', 'licking', 'tearing', 'nearing', 'veering', 'rearing', 'shearing', 'luring']","['learning', 'hearing', 'leaving', 'clearing', 'bearing', 'fearing', 'leading', 'wearing', 'searing', 'leaking', 'leaping', 'leasing', 'tearing', 'dearing', 'leaning', 'nearing', 'leering', 'rearing', 'gearing', 'leafing']","['learning', 'living', 'hearing', 'leaving', 'clearing', 'bearing', 'fearing', 'leading', 'wearing', 'searing', 'licking', 'leaking', 'leaping', 'leasing', 'tearing', 'dearing', 'leaning', 'nearing', 'veering', 'leering', 'rearing', 'shearing', 'luring', 'gearing', 'leafing']"
informating,information,once this hole ammount of ***mask*** is put into a well,IH N F AO R M EY T IH NG,"['informative', 'informing']","['infuriating', 'information', 'informations', 'informatics', 'informative', 'informing']","['infuriating', 'information', 'informations', 'informatics', 'informative', 'informing']","['informative', 'informing']","['infuriating', 'information', 'informations', 'informatics', 'informative', 'informing']","['infuriating', 'information', 'informations', 'informatics', 'informative', 'informing']"
nececary,necesary,statement that simple factlearning will ***mask*** lead to failtue is not,N EH S AH K EH R IY,"['necessary', 'ancillary']",['necessary'],"['necessary', 'ancillary']","['ancillary', 'necessary']",['necessary'],"['ancillary', 'necessary']"
markts,markets,factors effecting conjucture circels and ***mask*** but to put them in,M AA R K T S,"['marcos', 'marcus', 'markers', 'marquez', 'markets', 'markets', 'marks', 'marx', 'marques', 'marked']","['marts', 'marks', 'markt', 'markets', 'markus']","['marques', 'marts', 'marked', 'marcus', 'markt', 'marx', 'marcos', 'markers', 'marquez', 'markets', 'marks', 'markus']","['marks', 'marques', 'markers', 'markets', 'marked', 'marcus', 'marcos', 'marquez', 'marx']","['marks', 'marts', 'markets', 'markt', 'markus']","['marks', 'marques', 'markers', 'marts', 'markets', 'marked', 'markt', 'marcus', 'marcos', 'markus', 'marquez', 'marx']"
decitions,decisions,understood and organised system qualified ***mask*** can be made this of,D IH S IH SH AH N Z,"['decisions', 'desertions', 'recessions', 'physicians', 'divisions', 'demotions', 'discussions', 'deletions', 'deficient', 'deceptions']",['decisions'],"['decisions', 'physicians', 'recessions', 'divisions', 'deceptions', 'deficient', 'deletions', 'desertions', 'discussions', 'demotions']","['decisions', 'divisions', 'discussions', 'physicians', 'deceptions', 'deletions', 'deficient', 'demotions', 'desertions', 'recessions']",['decisions'],"['decisions', 'divisions', 'discussions', 'physicians', 'deceptions', 'deletions', 'deficient', 'demotions', 'desertions', 'recessions']"
completting,completing,commerce for being succesfull in ***mask*** this programm and later on,K AH M P L EH T IH NG,"['completing', 'complaining', 'compressing', 'computing', 'completed', 'competing', 'complying', 'comparing', 'compelling']",['completing'],"['computing', 'complaining', 'completing', 'compelling', 'compressing', 'competing', 'complying', 'comparing', 'completed']","['completing', 'computing', 'complaining', 'competing', 'comparing', 'completed', 'compelling', 'compressing', 'complying']",['completing'],"['completing', 'computing', 'complaining', 'competing', 'comparing', 'completed', 'compelling', 'compressing', 'complying']"
householdneeds,household needs,market will develop and how ***mask*** will develop and what factors,HH AW S HH OW L D N IY D Z,[''],['householdneeds'],['householdneeds'],[''],['householdneeds'],['householdneeds']
anderstand,understand,its not important to fully ***mask*** concepts like the gramma of,AE N D ER S T AE N D,"['understand', 'understands', 'bandstand', 'handstand']",['understand'],"['understand', 'handstand', 'understands', 'bandstand']","['understand', 'understands', 'handstand', 'bandstand']",['understand'],"['understand', 'understands', 'handstand', 'bandstand']"
circels,circles,well as factors effecting conjucture ***mask*** and markts but to put,S ER S AH L Z,"['circles', 'skulls', 'thistles', 'sickles', 'tussles', 'wrestles', 'whistles', 'missiles', 'settles', 'cycles']",['circles'],"['wrestles', 'settles', 'skulls', 'thistles', 'whistles', 'missiles', 'cycles', 'circles', 'sickles', 'tussles']","['cycles', 'circles', 'skulls', 'missiles', 'tussles', 'thistles', 'settles', 'whistles', 'sickles', 'wrestles']",['circles'],"['cycles', 'circles', 'skulls', 'missiles', 'tussles', 'thistles', 'settles', 'whistles', 'sickles', 'wrestles']"
bcom,boom,that statement is true the ***mask*** is a programm that leads,B IY K AA M,"['became', 'become', 'pecan', 'beacon', 'became', 'peacock', 'beecham', 'boycott', 'because', 'bebop']",['bcom'],"['beecham', 'became', 'beacon', 'peacock', 'pecan', 'become', 'because', 'bebop', 'bcom', 'boycott']","['because', 'bebop', 'become', 'became', 'pecan', 'beacon', 'peacock', 'beecham', 'boycott']",['bcom'],"['because', 'bebop', 'become', 'bcom', 'became', 'pecan', 'beacon', 'peacock', 'beecham', 'boycott']"
conjucture,conjecture,as well as factors effecting ***mask*** circels and markts but to,K AH N JH AH K CH ER,"['conjecture', 'conjecture', 'conductor', 'conjectures']","['conjecture', 'conjuncture']","['conjecture', 'conjuncture', 'conjectures', 'conductor']","['conjectures', 'conjecture', 'conductor']","['conjuncture', 'conjecture']","['conjuncture', 'conjectures', 'conjecture', 'conductor']"
knowlage,knowledge,more a kind a basic ***mask*** needed for understanding and working,N AA L IH JH,"['knowledge', 'knowledge', 'college', 'mileage', 'millage', 'village', 'pillage', 'foliage', 'coolidge', 'knotted']","['knowynge', 'knowle', 'knowland', 'knowledge']","['coolidge', 'knowle', 'knotted', 'mileage', 'knowynge', 'knowland', 'pillage', 'foliage', 'knowledge', 'millage', 'college', 'village']","['knowledge', 'college', 'village', 'coolidge', 'millage', 'pillage', 'mileage', 'knotted', 'foliage']","['knowledge', 'knowynge', 'knowland', 'knowle']","['knowledge', 'knowle', 'knowynge', 'knowland', 'college', 'village', 'coolidge', 'millage', 'pillage', 'mileage', 'knotted', 'foliage']"
factstudding,factstudding,concept understanding based on the ***mask*** in more important there are,F AE K T S T AH D IH NG,[''],['factstudding'],['factstudding'],[''],['factstudding'],['factstudding']
failtue,failure,factlearning will nececary lead to ***mask*** is not 100 true but,F EY L CH UW,"['filched', 'failure', 'failing', 'filch', 'fails', 'failed', 'fletcher', 'facial', 'fatal', 'fable']",['failure'],"['filched', 'facial', 'failed', 'fatal', 'fletcher', 'filch', 'failing', 'fails', 'failure', 'fable']","['failure', 'fatal', 'failing', 'failed', 'fable', 'filched', 'filch', 'fails', 'fletcher', 'facial']",['failure'],"['failure', 'fatal', 'failing', 'failed', 'fable', 'filched', 'filch', 'fails', 'fletcher', 'facial']"
nececarily,necessarily,facts and facts only will ***mask*** lead everyone sooner or later,N EH S AH K EH R AH L IY,['necessarily'],['necessarily'],['necessarily'],['necessarily'],['necessarily'],['necessarily']
basicknowlage,basic knowledge ,a language if its just ***mask*** for traveling in another country,B EY S IH K N AW L IH JH,[''],['basicknowlage'],['basicknowlage'],[''],['basicknowlage'],['basicknowlage']
competences,competence,by focussing on their key ***mask*** and by doing what they,K AA M P AH T IH N S IH Z,"['competencies', 'competency', 'competitions', 'competence']",['competences'],"['competence', 'competency', 'competences', 'competencies', 'competitions']","['competence', 'competitions', 'competency', 'competencies']",['competences'],"['competence', 'competences', 'competitions', 'competencies', 'competency']"
chlidren,children,were much stronger with their ***mask*** than today older people enjoy,K L IH D R AH N,"['cauldron', 'clifton', 'clearance', 'clinton', 'cauldron', 'collision', 'clarion', 'children', 'coltrane', 'clarence']",['children'],"['collision', 'clarion', 'children', 'clinton', 'cauldron', 'coltrane', 'clarence', 'clifton', 'clearance']","['children', 'coltrane', 'clarence', 'cauldron', 'clarion', 'clearance', 'collision', 'clifton', 'clinton']",['children'],"['children', 'coltrane', 'clarence', 'cauldron', 'clarion', 'clearance', 'collision', 'clifton', 'clinton']"
freetime,free time,a disco to enjoy their ***mask*** they do things like travelling,F R IY T AY M,"['freedom', 'preterm', 'freetown', 'anytime', 'airtime', 'frito', 'freestyle', 'retire', 'retire', 'freemen']","['freeline', 'freebie']","['freetown', 'retire', 'anytime', 'freeline', 'freebie', 'freemen', 'freestyle', 'freedom', 'frito', 'airtime', 'preterm']","['freedom', 'airtime', 'freetown', 'freemen', 'retire', 'anytime', 'freestyle', 'frito', 'preterm']","['freeline', 'freebie']","['freedom', 'airtime', 'freetown', 'freeline', 'freebie', 'freemen', 'retire', 'anytime', 'freestyle', 'frito', 'preterm']"
opionen,opponent,the same basic in my ***mask*** older people enjoy their life,OW P IY OW N AH N,[''],"['opponent', 'opines', 'optioned', 'opined']","['opponent', 'opines', 'optioned', 'opined']",[''],"['opined', 'optioned', 'opines', 'opponent']","['opined', 'optioned', 'opines', 'opponent']"
ficional,fictional,than facts facts are just ***mask*** and you often do not,F IH SH AH N AH L,"['fictional', 'national', 'rational', 'additional', 'biphenyl', 'finagle', 'optional', 'optional', 'original', 'irrational']",['fictional'],"['biphenyl', 'rational', 'additional', 'fictional', 'irrational', 'finagle', 'national', 'original', 'optional']","['fictional', 'irrational', 'optional', 'rational', 'original', 'additional', 'national', 'finagle', 'biphenyl']",['fictional'],"['fictional', 'irrational', 'optional', 'rational', 'original', 'additional', 'national', 'finagle', 'biphenyl']"
buisnesses,businesses,the trade buisness or in ***mask*** with processes have to know,B IH Z N AH S IH Z,"['businesses', 'businesses', 'bonuses', 'witnesses', 'illnesses', 'business']",['businesses'],"['businesses', 'business', 'illnesses', 'witnesses', 'bonuses']","['business', 'businesses', 'witnesses', 'illnesses', 'bonuses']",['businesses'],"['business', 'businesses', 'witnesses', 'illnesses', 'bonuses']"
knowlegde,knowledge,so if you have the ***mask*** about a topic and you,N AA L EH G D,"['allegra', 'legged']",['knowledge'],"['legged', 'allegra', 'knowledge']","['allegra', 'legged']",['knowledge'],"['knowledge', 'allegra', 'legged']"
onle,only,least most of the time ***mask*** then it is worth living,W AH N AH L,"['oneness', 'tunnel', 'funnel', 'whipple', 'whistle', 'chanel', 'whittle', 'janelle', 'wiggle', 'wobble']","['once', 'ole', 'one', 'only', 'ogle']","['once', 'ole', 'whistle', 'wiggle', 'whipple', 'whittle', 'one', 'janelle', 'oneness', 'only', 'chanel', 'funnel', 'wobble', 'tunnel', 'ogle']","['oneness', 'tunnel', 'whittle', 'janelle', 'wiggle', 'whistle', 'wobble', 'funnel', 'chanel', 'whipple']","['only', 'once', 'one', 'ole', 'ogle']","['only', 'once', 'one', 'oneness', 'tunnel', 'whittle', 'janelle', 'ole', 'wiggle', 'whistle', 'wobble', 'ogle', 'funnel', 'chanel', 'whipple']"
restricions,restrictions,general welth developement no political ***mask*** due to better technics and,R IY S T R IH SH AH N Z,"['restrictions', 'restriction']",['restrictions'],"['restriction', 'restrictions']","['restrictions', 'restriction']",['restrictions'],"['restrictions', 'restriction']"
genfer,gender,crowded exhibitions like iaa or ***mask*** salon people from all classes,JH EH N F ER,"['gender', 'gent', 'gens', 'jenny', 'jennie', 'jenna', 'gena', 'jennifer', 'jenner', 'denver']",['gender'],"['jenna', 'gent', 'denver', 'gena', 'gender', 'jenny', 'gens', 'jennifer', 'jennie', 'jenner']","['gender', 'denver', 'jennifer', 'jenna', 'jenner', 'gent', 'gena', 'gens', 'jenny', 'jennie']",['gender'],"['gender', 'denver', 'jennifer', 'jenna', 'jenner', 'gent', 'gena', 'gens', 'jenny', 'jennie']"
welth,wealth,for reasons such as general ***mask*** developement no political restricions due,W EH L TH,"['wealth', 'welt', 'wells', 'welles', 'weld', 'health', 'welsh', 'welsh', 'weller', 'welter']","['wealth', 'welsh', 'werth', 'welch', 'welty', 'welt', 'welts']","['welter', 'wealth', 'welsh', 'weller', 'welles', 'werth', 'weld', 'welch', 'welty', 'welt', 'health', 'wells', 'welts']","['health', 'wealth', 'weller', 'welter', 'weld', 'welt', 'welsh', 'wells', 'welles']","['wealth', 'werth', 'welty', 'welt', 'welts', 'welsh', 'welch']","['health', 'wealth', 'weller', 'welter', 'werth', 'weld', 'welty', 'welt', 'welts', 'welsh', 'welch', 'wells', 'welles']"
resonds,responds,year probably will contiune public ***mask*** exited to it just have,R IY Z AA N D Z,"['rescinds', 'rebounds', 'refunds', 'reminds', 'resolves', 'retards', 'responds', 'reasons', 'reasoned', 'fronds']","['responds', 'resounds']","['rebounds', 'reminds', 'reasoned', 'responds', 'retards', 'reasons', 'fronds', 'resounds', 'resolves', 'rescinds', 'refunds']","['rescinds', 'retards', 'reasons', 'refunds', 'reminds', 'fronds', 'responds', 'reasoned', 'rebounds', 'resolves']","['resounds', 'responds']","['resounds', 'rescinds', 'retards', 'reasons', 'refunds', 'reminds', 'fronds', 'responds', 'reasoned', 'rebounds', 'resolves']"
afterwards,afterwards,but on a monthly base ***mask*** there might be some critical,AE F T ER W ER D Z,['afterwards'],['afterwards'],['afterwards'],['afterwards'],['afterwards'],['afterwards']
contiune,continue,year to year probably will ***mask*** public resonds exited to it,K AA N T Y UW N,"['pontoon', 'commune', 'cartoon', 'communes']",['continue'],"['commune', 'cartoon', 'pontoon', 'continue', 'communes']","['commune', 'communes', 'pontoon', 'cartoon']",['continue'],"['continue', 'commune', 'communes', 'pontoon', 'cartoon']"
