Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
magazin,magazine,up in research for a nice place to have some vacationtime comptible hotels and the ***mask*** shows us a varitie of wunderfull posibilities of enjoing our staying and by the time,M AE G AH Z IH N,"['magazine', 'madeline', 'mannequin', 'magazines']",['magazine'],"['mannequin', 'magazines', 'madeline', 'magazine']","['magazine', 'magazines', 'mannequin', 'madeline']",['magazine'],"['magazine', 'magazines', 'mannequin', 'madeline']"
posibilities,possibilities,to have some vacationtime comptible hotels and the magazin shows us a varitie of wunderfull ***mask*** of enjoing our staying and by the time we arriving there is just nothing left,P AA Z AH B IH L AH T IY Z,"['possibilities', 'probabilities', 'possibility', 'capabilities', 'probability']",['possibilities'],"['probability', 'capabilities', 'probabilities', 'possibilities', 'possibility']","['possibilities', 'possibility', 'probability', 'capabilities', 'probabilities']",['possibilities'],"['possibilities', 'possibility', 'probability', 'capabilities', 'probabilities']"
productes,products,i agree with with the statement that most advertisement make ***mask*** looking better than they actually are i hold this opinion for the following reasons,P R AH D AH K T S,"['products', 'predicts', 'protects', 'predicts', 'productive', 'viaducts', 'predicates', 'products', 'product', 'predicate']","['produces', 'products']","['products', 'produces', 'product', 'predicts', 'predicates', 'viaducts', 'productive', 'predicate', 'protects']","['products', 'product', 'predicts', 'predicates', 'predicate', 'viaducts', 'protects', 'productive']","['products', 'produces']","['products', 'product', 'produces', 'predicts', 'predicates', 'predicate', 'viaducts', 'protects', 'productive']"
cataloges,catalogs,they actually are i hold this opinion for the following reasons if we think about ***mask*** around the fashonindustry we have all these perfect looking models in mind with dreambodys and,K AE T AH L AO G Z,"['catalogues', 'catalogued', 'catalogue', 'catalans', 'cataloguing', 'categorize']","['catalogues', 'catalogus']","['categorize', 'cataloguing', 'catalogus', 'catalogued', 'catalogue', 'catalogues', 'catalans']","['categorize', 'catalogue', 'catalogues', 'catalogued', 'cataloguing', 'catalans']","['catalogues', 'catalogus']","['categorize', 'catalogue', 'catalogues', 'catalogued', 'cataloguing', 'catalogus', 'catalans']"
parant,parent,happy about a small bubble gum young people like children have to do what their ***mask*** want because the parents give them a little money and food older people have to,P EH R AH N T,"['parent', 'pennant', 'peasant', 'present', 'baronet', 'payment', 'parents', 'apparent', 'parrot', 'errant']","['parent', 'parang', 'parana']","['present', 'payment', 'pennant', 'parrot', 'parana', 'baronet', 'parent', 'apparent', 'errant', 'parang', 'parents', 'peasant']","['parents', 'parent', 'present', 'errant', 'parrot', 'apparent', 'payment', 'peasant', 'baronet', 'pennant']","['parent', 'parang', 'parana']","['parents', 'parent', 'present', 'errant', 'parrot', 'apparent', 'payment', 'parang', 'peasant', 'parana', 'baronet', 'pennant']"
strenthening,strengthening,since community work brings people of different backgrounds together community work can thus contribute to ***mask*** people sense of responsibility and their nevertheless i do not believe that the problem is,S T R EH N TH AH N IH NG,['strengthening'],['strengthening'],['strengthening'],['strengthening'],['strengthening'],['strengthening']
particlarly,particularly,and their nevertheless i do not believe that the problem is limited to young people ***mask*** in larger cities where life tends to be more anonymous only few people dedicate time,P AA R T IH K L ER L IY,['particularly'],['particularly'],['particularly'],['particularly'],['particularly'],['particularly']
pysically,physically,joy or better a person capacity to enjoy life a young person can also be ***mask*** psychologically impaired in the same way an older person can be absolutley healthy and fit,P IH Z IH K L IY,"['physically', 'physically', 'prickly', 'pitifully', 'cynically', 'lyrically', 'typically', 'politically', 'whimsically', 'physical']",['physically'],"['typically', 'physically', 'cynically', 'lyrically', 'physical', 'politically', 'whimsically', 'prickly', 'pitifully']","['physically', 'typically', 'politically', 'physical', 'pitifully', 'lyrically', 'whimsically', 'cynically', 'prickly']",['physically'],"['physically', 'typically', 'politically', 'physical', 'pitifully', 'lyrically', 'whimsically', 'cynically', 'prickly']"
economiesly,economic,a comparison between some products which one has the best properties or is the most ***mask*** and not which one looks like the best in the advertisement,IY K AA N AH M IY Z L IY,['economies'],['economies'],['economies'],['economies'],['economies'],['economies']
criterias,criteria,opinion branding is the key to success and the better you understand to link certain ***mask*** that represent needs of customers with a brand the more successful you are it really,K R AY T IH R IY AH Z,"['criterion', 'criteria']","['criterial', 'criteria']","['criterial', 'criterion', 'criteria']","['criteria', 'criterion']","['criterial', 'criteria']","['criterial', 'criteria', 'criterion']"
dewalt,dealt,you offer reasonable quality and deliver the right message your product is requested for instance ***mask*** offers a low quality product with a rather weak service however their marketing is so,D UW AH L T,"['duals', 'duels', 'dual', 'duel', 'dealt', 'darrell', 'daryl', 'darryl', 'darrel', 'duet']",['dealt'],"['duals', 'dual', 'darrel', 'duet', 'duel', 'duels', 'darrell', 'daryl', 'darryl', 'dealt']","['darryl', 'darrel', 'duals', 'dual', 'dealt', 'duet', 'duel', 'duels', 'daryl', 'darrell']",['dealt'],"['darryl', 'darrel', 'duals', 'dual', 'dealt', 'duet', 'duel', 'duels', 'daryl', 'darrell']"
unnececary,unnecessary,be made this of course does not mean that just learing simple facts is totally ***mask*** no its more a kind a basic knowlage needed for understanding and working with concepts,AH N N N EH S AH K EH R IY,['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary']
factlearning,fact learning,it that country both ways of learning might appear realy important the statement that simple ***mask*** will nececary lead to failtue is not 100 true but it contains a important message,F AE K T L ER N IH NG,['factoring'],['factlearning'],"['factoring', 'factlearning']",['factoring'],['factlearning'],"['factlearning', 'factoring']"
archieve,achieve,example while learning a new language so in the beginning it is most important to ***mask*** a lot of vocabulary just but simple fact learning and later on using gramma here,AA R CH IY V,"['achieve', 'archery', 'archie', 'archers', 'arches', 'arches', 'archive', 'arching', 'armies', 'arlene', 'arleen']","['archive', 'achieve']","['archery', 'arching', 'armies', 'archers', 'archive', 'arleen', 'arches', 'achieve', 'arlene', 'archie']","['achieve', 'archive', 'arleen', 'arlene', 'archie', 'archery', 'arching', 'archers', 'arches', 'armies']","['achieve', 'archive']","['achieve', 'archive', 'arleen', 'arlene', 'archie', 'archery', 'arching', 'archers', 'arches', 'armies']"
learing,learning,organised system qualified decitions can be made this of course does not mean that just ***mask*** simple facts is totally unnececary no its more a kind a basic knowlage needed for,L IH R IH NG,"['rearing', 'luring', 'nearing', 'shearing', 'tearing', 'veering', 'searing', 'living', 'licking', 'fearing']","['hearing', 'leading', 'searing', 'leaning', 'leasing', 'learning', 'wearing', 'leering', 'dearing', 'rearing', 'leaking', 'clearing', 'leaving', 'nearing', 'bearing', 'leafing', 'leaping', 'tearing', 'fearing', 'gearing']","['clearing', 'leaving', 'veering', 'hearing', 'nearing', 'living', 'leading', 'searing', 'leaning', 'bearing', 'leafing', 'leaping', 'tearing', 'leasing', 'learning', 'wearing', 'luring', 'fearing', 'leering', 'gearing', 'dearing', 'rearing', 'shearing', 'licking', 'leaking']","['living', 'fearing', 'licking', 'searing', 'tearing', 'veering', 'nearing', 'rearing', 'shearing', 'luring']","['learning', 'hearing', 'leaving', 'clearing', 'bearing', 'leading', 'wearing', 'fearing', 'leaking', 'searing', 'tearing', 'dearing', 'leasing', 'leaping', 'leaning', 'leering', 'nearing', 'rearing', 'gearing', 'leafing']","['learning', 'living', 'hearing', 'leaving', 'clearing', 'bearing', 'leading', 'wearing', 'fearing', 'leaking', 'licking', 'searing', 'tearing', 'dearing', 'leasing', 'leaping', 'leaning', 'veering', 'leering', 'nearing', 'rearing', 'gearing', 'shearing', 'luring', 'leafing']"
informating,information,what factors will effect them and how they will effect once this hole ammount of ***mask*** is put into a well understood and organised system qualified decitions can be made this,IH N F AO R M EY T IH NG,"['informative', 'informing']","['infuriating', 'information', 'informations', 'informatics', 'informative', 'informing']","['infuriating', 'information', 'informations', 'informatics', 'informative', 'informing']","['informing', 'informative']","['information', 'informations', 'infuriating', 'informing', 'informatics', 'informative']","['information', 'informations', 'infuriating', 'informing', 'informatics', 'informative']"
nececary,necesary,country both ways of learning might appear realy important the statement that simple factlearning will ***mask*** lead to failtue is not 100 true but it contains a important message and should,N EH S AH K EH R IY,"['necessary', 'ancillary']",['necessary'],"['necessary', 'ancillary']","['ancillary', 'necessary']",['necessary'],"['ancillary', 'necessary']"
markts,markets,factors concerning consumer primary and secondary need as well as factors effecting conjucture circels and ***mask*** but to put them in context so if someone for example works at a company,M AA R K T S,"['marcos', 'marcus', 'markers', 'marquez', 'markets', 'markets', 'marks', 'marx', 'marques', 'marked']","['marts', 'marks', 'markt', 'markets', 'markus']","['marques', 'marts', 'marked', 'marcus', 'markt', 'marx', 'marcos', 'markers', 'marquez', 'markets', 'marks', 'markus']","['markets', 'marks', 'markers', 'marx', 'marked', 'marcos', 'marcus', 'marquez', 'marques']","['markets', 'marks', 'markt', 'markus', 'marts']","['markets', 'marks', 'markers', 'markt', 'marx', 'marked', 'markus', 'marcos', 'marcus', 'marquez', 'marts', 'marques']"
decitions,decisions,this hole ammount of informating is put into a well understood and organised system qualified ***mask*** can be made this of course does not mean that just learing simple facts is,D IH S IH SH AH N Z,"['decisions', 'desertions', 'recessions', 'physicians', 'divisions', 'demotions', 'discussions', 'deletions', 'deficient', 'deceptions']",['decisions'],"['decisions', 'physicians', 'recessions', 'divisions', 'deceptions', 'deficient', 'deletions', 'desertions', 'discussions', 'demotions']","['decisions', 'discussions', 'divisions', 'deceptions', 'physicians', 'deficient', 'deletions', 'demotions', 'desertions', 'recessions']",['decisions'],"['decisions', 'discussions', 'divisions', 'deceptions', 'physicians', 'deficient', 'deletions', 'demotions', 'desertions', 'recessions']"
completting,completing,is a programm that leads to a bachelor degree in commerce for being succesfull in ***mask*** this programm and later on be succesfull in a job it its important to not,K AH M P L EH T IH NG,"['completing', 'complaining', 'compressing', 'computing', 'completed', 'competing', 'complying', 'comparing', 'compelling']",['completing'],"['computing', 'complaining', 'completing', 'compelling', 'compressing', 'competing', 'complying', 'comparing', 'completed']","['completing', 'completed', 'computing', 'competing', 'compressing', 'comparing', 'complaining', 'complying', 'compelling']",['completing'],"['completing', 'completed', 'computing', 'competing', 'compressing', 'comparing', 'complaining', 'complying', 'compelling']"
householdneeds,household needs,acting person needs to develop a feeling for how a market will develop and how ***mask*** will develop and what factors will effect them and how they will effect once this,HH AW S HH OW L D N IY D Z,[''],['householdneeds'],['householdneeds'],[''],['householdneeds'],['householdneeds']
anderstand,understand,another country you maye never visit after the vacation again its not important to fully ***mask*** concepts like the gramma of the language if u plan on living it that country,AE N D ER S T AE N D,"['understand', 'understands', 'bandstand', 'handstand']",['understand'],"['understand', 'handstand', 'understands', 'bandstand']","['understand', 'understands', 'handstand', 'bandstand']",['understand'],"['understand', 'understands', 'handstand', 'bandstand']"
circels,circles,of the factors concerning consumer primary and secondary need as well as factors effecting conjucture ***mask*** and markts but to put them in context so if someone for example works at,S ER S AH L Z,"['circles', 'skulls', 'thistles', 'sickles', 'tussles', 'wrestles', 'whistles', 'missiles', 'settles', 'cycles']",['circles'],"['wrestles', 'settles', 'skulls', 'thistles', 'whistles', 'missiles', 'cycles', 'circles', 'sickles', 'tussles']","['cycles', 'circles', 'tussles', 'skulls', 'missiles', 'settles', 'thistles', 'whistles', 'sickles', 'wrestles']",['circles'],"['cycles', 'circles', 'tussles', 'skulls', 'missiles', 'settles', 'thistles', 'whistles', 'sickles', 'wrestles']"
bcom,boom,as an example it is realy easy to see how that statement is true the ***mask*** is a programm that leads to a bachelor degree in commerce for being succesfull in,B IY K AA M,"['became', 'become', 'pecan', 'beacon', 'became', 'peacock', 'beecham', 'boycott', 'because', 'bebop']",['bcom'],"['beecham', 'became', 'beacon', 'peacock', 'pecan', 'become', 'because', 'bebop', 'bcom', 'boycott']","['pecan', 'bebop', 'because', 'become', 'peacock', 'beacon', 'became', 'boycott', 'beecham']",['bcom'],"['pecan', 'bebop', 'bcom', 'because', 'become', 'peacock', 'beacon', 'became', 'boycott', 'beecham']"
conjucture,conjecture,know of the factors concerning consumer primary and secondary need as well as factors effecting ***mask*** circels and markts but to put them in context so if someone for example works,K AH N JH AH K CH ER,"['conjecture', 'conjecture', 'conductor', 'conjectures']","['conjecture', 'conjuncture']","['conjecture', 'conjuncture', 'conjectures', 'conductor']","['conductor', 'conjectures', 'conjecture']","['conjuncture', 'conjecture']","['conjuncture', 'conductor', 'conjectures', 'conjecture']"
