Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
cataloges,catalogs,this opinion for the following reasons if we think about ***mask*** around the fashonindustry we have all these perfect looking models,K AE T AH L AO G Z,"['catalogues', 'catalogued', 'catalogue', 'catalans', 'cataloguing', 'categorize']","['catalogues', 'catalogus']","['categorize', 'cataloguing', 'catalogus', 'catalogued', 'catalogue', 'catalogues', 'catalans']","['catalogue', 'catalogues', 'catalogued', 'categorize', 'cataloguing', 'catalans']","['catalogues', 'catalogus']","['catalogue', 'catalogues', 'catalogued', 'categorize', 'cataloguing', 'catalogus', 'catalans']"
parant,parent,gum young people like children have to do what their ***mask*** want because the parents give them a little money and,P EH R AH N T,"['parent', 'pennant', 'peasant', 'present', 'baronet', 'payment', 'parents', 'apparent', 'parrot', 'errant']","['parent', 'parang', 'parana']","['present', 'payment', 'pennant', 'parrot', 'parana', 'baronet', 'parent', 'apparent', 'errant', 'parang', 'parents', 'peasant']","['parents', 'parent', 'present', 'errant', 'payment', 'parrot', 'apparent', 'peasant', 'baronet', 'pennant']","['parent', 'parang', 'parana']","['parents', 'parent', 'present', 'errant', 'payment', 'parrot', 'apparent', 'peasant', 'parang', 'parana', 'baronet', 'pennant']"
strenthening,strengthening,of different backgrounds together community work can thus contribute to ***mask*** people sense of responsibility and their nevertheless i do not,S T R EH N TH AH N IH NG,['strengthening'],['strengthening'],['strengthening'],['strengthening'],['strengthening'],['strengthening']
particlarly,particularly,not believe that the problem is limited to young people ***mask*** in larger cities where life tends to be more anonymous,P AA R T IH K L ER L IY,['particularly'],['particularly'],['particularly'],['particularly'],['particularly'],['particularly']
pysically,physically,capacity to enjoy life a young person can also be ***mask*** psychologically impaired in the same way an older person can,P IH Z IH K L IY,"['physically', 'physically', 'prickly', 'pitifully', 'cynically', 'lyrically', 'typically', 'politically', 'whimsically', 'physical']",['physically'],"['typically', 'physically', 'cynically', 'lyrically', 'physical', 'politically', 'whimsically', 'prickly', 'pitifully']","['physically', 'typically', 'politically', 'physical', 'lyrically', 'whimsically', 'pitifully', 'cynically', 'prickly']",['physically'],"['physically', 'typically', 'politically', 'physical', 'lyrically', 'whimsically', 'pitifully', 'cynically', 'prickly']"
economiesly,economic,which one has the best properties or is the most ***mask*** and not which one looks like the best in the,IY K AA N AH M IY Z L IY,['economies'],['economies'],['economies'],['economies'],['economies'],['economies']
criterias,criteria,to success and the better you understand to link certain ***mask*** that represent needs of customers with a brand the more,K R AY T IH R IY AH Z,"['criterion', 'criteria']","['criterial', 'criteria']","['criterial', 'criterion', 'criteria']","['criteria', 'criterion']","['criterial', 'criteria']","['criterial', 'criteria', 'criterion']"
dewalt,dealt,deliver the right message your product is requested for instance ***mask*** offers a low quality product with a rather weak service,D UW AH L T,"['duals', 'duels', 'dual', 'duel', 'dealt', 'darrell', 'daryl', 'darryl', 'darrel', 'duet']",['dealt'],"['duals', 'dual', 'darrel', 'duet', 'duel', 'duels', 'darrell', 'daryl', 'darryl', 'dealt']","['darryl', 'duals', 'dual', 'dealt', 'duel', 'duels', 'darrel', 'duet', 'daryl', 'darrell']",['dealt'],"['darryl', 'duals', 'dual', 'dealt', 'duel', 'duels', 'darrel', 'duet', 'daryl', 'darrell']"
unnececary,unnecessary,does not mean that just learing simple facts is totally ***mask*** no its more a kind a basic knowlage needed for,AH N N N EH S AH K EH R IY,['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary'],['unnecessary']
factlearning,fact learning,of learning might appear realy important the statement that simple ***mask*** will nececary lead to failtue is not 100 true but,F AE K T L ER N IH NG,['factoring'],['factlearning'],"['factoring', 'factlearning']",['factoring'],['factlearning'],"['factlearning', 'factoring']"
archieve,achieve,language so in the beginning it is most important to ***mask*** a lot of vocabulary just but simple fact learning and,AA R CH IY V,"['achieve', 'archery', 'archie', 'archers', 'arches', 'arches', 'archive', 'arching', 'armies', 'arlene', 'arleen']","['archive', 'achieve']","['archery', 'arching', 'armies', 'archers', 'archive', 'arleen', 'arches', 'achieve', 'arlene', 'archie']","['achieve', 'archive', 'arleen', 'arlene', 'archie', 'archery', 'arching', 'archers', 'arches', 'armies']","['achieve', 'archive']","['achieve', 'archive', 'arleen', 'arlene', 'archie', 'archery', 'arching', 'archers', 'arches', 'armies']"
learing,learning,be made this of course does not mean that just ***mask*** simple facts is totally unnececary no its more a kind,L IH R IH NG,"['rearing', 'luring', 'nearing', 'shearing', 'tearing', 'veering', 'searing', 'living', 'licking', 'fearing']","['hearing', 'leading', 'searing', 'leaning', 'leasing', 'learning', 'wearing', 'leering', 'dearing', 'rearing', 'leaking', 'clearing', 'leaving', 'nearing', 'bearing', 'leafing', 'leaping', 'tearing', 'fearing', 'gearing']","['clearing', 'leaving', 'veering', 'hearing', 'nearing', 'living', 'leading', 'searing', 'leaning', 'bearing', 'leafing', 'leaping', 'tearing', 'leasing', 'learning', 'wearing', 'luring', 'fearing', 'leering', 'gearing', 'dearing', 'rearing', 'shearing', 'licking', 'leaking']","['living', 'fearing', 'searing', 'licking', 'tearing', 'veering', 'nearing', 'shearing', 'rearing', 'luring']","['learning', 'hearing', 'leaving', 'bearing', 'fearing', 'wearing', 'clearing', 'leading', 'searing', 'dearing', 'leaking', 'tearing', 'leaping', 'leaning', 'leering', 'leasing', 'nearing', 'rearing', 'gearing', 'leafing']","['learning', 'living', 'hearing', 'leaving', 'bearing', 'fearing', 'wearing', 'clearing', 'leading', 'searing', 'dearing', 'leaking', 'licking', 'tearing', 'leaping', 'leaning', 'veering', 'leering', 'leasing', 'nearing', 'shearing', 'rearing', 'luring', 'gearing', 'leafing']"
informating,information,and how they will effect once this hole ammount of ***mask*** is put into a well understood and organised system qualified,IH N F AO R M EY T IH NG,"['informative', 'informing']","['infuriating', 'information', 'informations', 'informatics', 'informative', 'informing']","['infuriating', 'information', 'informations', 'informatics', 'informative', 'informing']","['informing', 'informative']","['information', 'informations', 'infuriating', 'informing', 'informatics', 'informative']","['information', 'informations', 'infuriating', 'informing', 'informatics', 'informative']"
nececary,necesary,might appear realy important the statement that simple factlearning will ***mask*** lead to failtue is not 100 true but it contains,N EH S AH K EH R IY,"['necessary', 'ancillary']",['necessary'],"['necessary', 'ancillary']","['ancillary', 'necessary']",['necessary'],"['ancillary', 'necessary']"
markts,markets,secondary need as well as factors effecting conjucture circels and ***mask*** but to put them in context so if someone for,M AA R K T S,"['marcos', 'marcus', 'markers', 'marquez', 'markets', 'markets', 'marks', 'marx', 'marques', 'marked']","['marts', 'marks', 'markt', 'markets', 'markus']","['marques', 'marts', 'marked', 'marcus', 'markt', 'marx', 'marcos', 'markers', 'marquez', 'markets', 'marks', 'markus']","['marks', 'markers', 'markets', 'marques', 'marcus', 'marcos', 'marked', 'marquez', 'marx']","['marks', 'markets', 'marts', 'markt', 'markus']","['marks', 'markers', 'markets', 'marques', 'marts', 'marcus', 'markt', 'markus', 'marcos', 'marked', 'marquez', 'marx']"
decitions,decisions,is put into a well understood and organised system qualified ***mask*** can be made this of course does not mean that,D IH S IH SH AH N Z,"['decisions', 'desertions', 'recessions', 'physicians', 'divisions', 'demotions', 'discussions', 'deletions', 'deficient', 'deceptions']",['decisions'],"['decisions', 'physicians', 'recessions', 'divisions', 'deceptions', 'deficient', 'deletions', 'desertions', 'discussions', 'demotions']","['decisions', 'divisions', 'physicians', 'discussions', 'deceptions', 'deletions', 'deficient', 'demotions', 'desertions', 'recessions']",['decisions'],"['decisions', 'divisions', 'physicians', 'discussions', 'deceptions', 'deletions', 'deficient', 'demotions', 'desertions', 'recessions']"
completting,completing,to a bachelor degree in commerce for being succesfull in ***mask*** this programm and later on be succesfull in a job,K AH M P L EH T IH NG,"['completing', 'complaining', 'compressing', 'computing', 'completed', 'competing', 'complying', 'comparing', 'compelling']",['completing'],"['computing', 'complaining', 'completing', 'compelling', 'compressing', 'competing', 'complying', 'comparing', 'completed']","['completing', 'completed', 'computing', 'competing', 'compressing', 'comparing', 'complaining', 'complying', 'compelling']",['completing'],"['completing', 'completed', 'computing', 'competing', 'compressing', 'comparing', 'complaining', 'complying', 'compelling']"
householdneeds,household needs,a feeling for how a market will develop and how ***mask*** will develop and what factors will effect them and how,HH AW S HH OW L D N IY D Z,[],['householdneeds'],['householdneeds'],[],['householdneeds'],['householdneeds']
anderstand,understand,visit after the vacation again its not important to fully ***mask*** concepts like the gramma of the language if u plan,AE N D ER S T AE N D,"['understand', 'understands', 'bandstand', 'handstand']",['understand'],"['understand', 'handstand', 'understands', 'bandstand']","['understand', 'understands', 'handstand', 'bandstand']",['understand'],"['understand', 'understands', 'handstand', 'bandstand']"
circels,circles,primary and secondary need as well as factors effecting conjucture ***mask*** and markts but to put them in context so if,S ER S AH L Z,"['circles', 'skulls', 'thistles', 'sickles', 'tussles', 'wrestles', 'whistles', 'missiles', 'settles', 'cycles']",['circles'],"['wrestles', 'settles', 'skulls', 'thistles', 'whistles', 'missiles', 'cycles', 'circles', 'sickles', 'tussles']","['cycles', 'circles', 'skulls', 'tussles', 'missiles', 'thistles', 'settles', 'whistles', 'wrestles', 'sickles']",['circles'],"['cycles', 'circles', 'skulls', 'tussles', 'missiles', 'thistles', 'settles', 'whistles', 'wrestles', 'sickles']"
bcom,boom,realy easy to see how that statement is true the ***mask*** is a programm that leads to a bachelor degree in,B IY K AA M,"['became', 'become', 'pecan', 'beacon', 'became', 'peacock', 'beecham', 'boycott', 'because', 'bebop']",['bcom'],"['beecham', 'became', 'beacon', 'peacock', 'pecan', 'become', 'because', 'bebop', 'bcom', 'boycott']","['pecan', 'bebop', 'beacon', 'become', 'because', 'peacock', 'became', 'beecham', 'boycott']",['bcom'],"['bcom', 'pecan', 'bebop', 'beacon', 'become', 'because', 'peacock', 'became', 'beecham', 'boycott']"
conjucture,conjecture,consumer primary and secondary need as well as factors effecting ***mask*** circels and markts but to put them in context so,K AH N JH AH K CH ER,"['conjecture', 'conjecture', 'conductor', 'conjectures']","['conjecture', 'conjuncture']","['conjecture', 'conjuncture', 'conjectures', 'conductor']","['conductor', 'conjectures', 'conjecture']","['conjuncture', 'conjecture']","['conjuncture', 'conductor', 'conjectures', 'conjecture']"
knowlage,knowledge,is totally unnececary no its more a kind a basic ***mask*** needed for understanding and working with concepts if you ask,N AA L IH JH,"['knowledge', 'knowledge', 'college', 'mileage', 'millage', 'village', 'pillage', 'foliage', 'coolidge', 'knotted']","['knowynge', 'knowle', 'knowland', 'knowledge']","['coolidge', 'knowle', 'knotted', 'mileage', 'knowynge', 'knowland', 'pillage', 'foliage', 'knowledge', 'millage', 'college', 'village']","['knowledge', 'college', 'coolidge', 'village', 'millage', 'pillage', 'mileage', 'foliage', 'knotted']","['knowledge', 'knowynge', 'knowland', 'knowle']","['knowledge', 'knowle', 'knowynge', 'knowland', 'college', 'coolidge', 'village', 'millage', 'pillage', 'mileage', 'foliage', 'knotted']"
factstudding,factstudding,learning are important but the concept understanding based on the ***mask*** in more important there are of cource exceptions for example,F AE K T S T AH D IH NG,[],['factstudding'],['factstudding'],[],['factstudding'],['factstudding']
failtue,failure,important the statement that simple factlearning will nececary lead to ***mask*** is not 100 true but it contains a important message,F EY L CH UW,"['filched', 'failure', 'failing', 'filch', 'fails', 'failed', 'fletcher', 'facial', 'fatal', 'fable']",['failure'],"['filched', 'facial', 'failed', 'fatal', 'fletcher', 'filch', 'failing', 'fails', 'failure', 'fable']","['failure', 'fatal', 'failing', 'failed', 'fable', 'fails', 'filched', 'filch', 'fletcher', 'facial']",['failure'],"['failure', 'fatal', 'failing', 'failed', 'fable', 'fails', 'filched', 'filch', 'fletcher', 'facial']"
nececarily,necessarily,learning facts and facts only will ***mask*** lead everyone sooner or later to failure this statements,N EH S AH K EH R AH L IY,['necessarily'],['necessarily'],['necessarily'],['necessarily'],['necessarily'],['necessarily']
basicknowlage,basic knowledge ,well someone needs to learn a language if its just ***mask*** for traveling in another country you maye never visit after,B EY S IH K N AW L IH JH,[],['basicknowlage'],['basicknowlage'],[],['basicknowlage'],['basicknowlage']
competences,competence,companies staying in the market by focussing on their key ***mask*** and by doing what they already know how to do,K AA M P AH T IH N S IH Z,"['competencies', 'competency', 'competitions', 'competence']",['competences'],"['competence', 'competency', 'competences', 'competencies', 'competitions']","['competence', 'competitions', 'competency', 'competencies']",['competences'],"['competence', 'competences', 'competitions', 'competencies', 'competency']"
chlidren,children,past in the past parents were much stronger with their ***mask*** than today older people enjoy their life with doing other,K L IH D R AH N,"['cauldron', 'clifton', 'clearance', 'clinton', 'cauldron', 'collision', 'clarion', 'children', 'coltrane', 'clarence']",['children'],"['collision', 'clarion', 'children', 'clinton', 'cauldron', 'coltrane', 'clarence', 'clifton', 'clearance']","['children', 'coltrane', 'cauldron', 'clarion', 'clarence', 'collision', 'clifton', 'clinton', 'clearance']",['children'],"['children', 'coltrane', 'cauldron', 'clarion', 'clarence', 'collision', 'clifton', 'clinton', 'clearance']"
freetime,free time,go to a club or a disco to enjoy their ***mask*** they do things like travelling and walking around or reading,F R IY T AY M,"['freedom', 'preterm', 'freetown', 'anytime', 'airtime', 'frito', 'freestyle', 'retire', 'retire', 'freemen']","['freeline', 'freebie']","['freetown', 'retire', 'anytime', 'freeline', 'freebie', 'freemen', 'freestyle', 'freedom', 'frito', 'airtime', 'preterm']","['freedom', 'freetown', 'freemen', 'airtime', 'retire', 'freestyle', 'anytime', 'frito', 'preterm']","['freeline', 'freebie']","['freedom', 'freetown', 'freeline', 'freebie', 'freemen', 'airtime', 'retire', 'freestyle', 'anytime', 'frito', 'preterm']"
opionen,opponent,can not put them on the same basic in my ***mask*** older people enjoy their life in an other way then,OW P IY OW N AH N,[],"['opponent', 'opines', 'optioned', 'opined']","['opponent', 'opines', 'optioned', 'opined']",[],"['optioned', 'opines', 'opined', 'opponent']","['optioned', 'opines', 'opined', 'opponent']"
